ASN,Count,Cumul_C,Share,Cumul_S,ASName,ASCountry
11021,1,8434,0.010657572205051688%,89.88596397740595%,AUTOTRADER-AS,US
11030,1,8435,0.010657572205051688%,89.896621549611%,QUALCOMM,US
11071,1,8436,0.010657572205051688%,89.90727912181605%,IW-ASN-11071,US
11078,1,8437,0.010657572205051688%,89.91793669402111%,BROWN,US
11105,1,8438,0.010657572205051688%,89.92859426622616%,SFU-AS,CA
11131,1,8439,0.010657572205051688%,89.9392518384312%,UMBC-AS,US
11205,1,8440,0.010657572205051688%,89.94990941063625%,CITY-OF-PHILADELPHIA,US
11206,1,8441,0.010657572205051688%,89.9605669828413%,FSU-AS-1,US
11214,1,8442,0.010657572205051688%,89.97122455504636%,UNIVERSITY-OF-NORTH-FLORIDA,US
11231,1,8443,0.010657572205051688%,89.98188212725141%,GETTYSBURG-DOM,US
11274,1,8444,0.010657572205051688%,89.99253969945646%,ADHOST,US
11278,1,8445,0.010657572205051688%,90.00319727166152%,NINTENDO,US
11279,1,8446,0.010657572205051688%,90.01385484386657%,GEORGE-MASON-UNIV,US
11283,1,8447,0.010657572205051688%,90.02451241607162%,COSTCO,US
11313,1,8448,0.010657572205051688%,90.03516998827668%,FANNIEMAE,US
11319,1,8449,0.010657572205051688%,90.04582756048171%,DDMINC,US
11351,1,8450,0.010657572205051688%,90.05648513268677%,TWC-11351-NORTHEAST,US
11379,1,8451,0.010657572205051688%,90.06714270489182%,WHG11379,US
11383,1,8452,0.010657572205051688%,90.07780027709687%,XAND,US
11389,1,8453,0.010657572205051688%,90.08845784930193%,HERITAGE-GALLERIES-AND-AUCTIONEERS,US
11402,1,8454,0.010657572205051688%,90.09911542150698%,CCCAS-1,US
11406,1,8455,0.010657572205051688%,90.10977299371203%,CIGNA-1,US
11414,1,8456,0.010657572205051688%,90.12043056591709%,NVIDIA-NET,US
11417,1,8457,0.010657572205051688%,90.13108813812214%,NIU,US
11426,1,8458,0.010657572205051688%,90.14174571032719%,TWC-11426-CAROLINAS,US
11442,1,8459,0.010657572205051688%,90.15240328253223%,NCSU,US
11452,1,8460,0.010657572205051688%,90.16306085473728%,MOUNT-SINAI,US
11499,1,8461,0.010657572205051688%,90.17371842694234%,WHOI-WOODSHOLE,US
11520,1,8462,0.010657572205051688%,90.18437599914739%,ALLSTATE-INSURANCE-CO,US
11559,1,8463,0.010657572205051688%,90.19503357135244%,RSA-BEDFORD,US
11604,1,8464,0.010657572205051688%,90.2056911435575%,HIS-NOC,US
11663,1,8465,0.010657572205051688%,90.21634871576255%,SUG-1,US
11664,1,8466,0.010657572205051688%,90.2270062879676%,Techtel LMDS Comunicaciones Interactivas S.A.,AR
11700,1,8467,0.010657572205051688%,90.23766386017266%,CA-CW-E,CA
11719,1,8468,0.010657572205051688%,90.24832143237771%,EATON-CORPORATION,US
11740,1,8469,0.010657572205051688%,90.25897900458276%,PROGRESSIVE-AS,US
11745,1,8470,0.010657572205051688%,90.2696365767878%,USNH,US
11773,1,8471,0.010657572205051688%,90.28029414899285%,UTMDACC,US
11808,1,8472,0.010657572205051688%,90.29095172119791%,UIDAHO,US
11810,1,8473,0.010657572205051688%,90.30160929340296%,AWEBER-SYSTEMS,US
11817,1,8474,0.010657572205051688%,90.31226686560801%,STAFFORDNET,US
11827,1,8475,0.010657572205051688%,90.32292443781307%,WSU-AS,US
11834,1,8476,0.010657572205051688%,90.33358201001812%,DREXEL-ASN,US
11878,1,8477,0.010657572205051688%,90.34423958222317%,TZULO,US
11892,1,8478,0.010657572205051688%,90.35489715442823%,PEARSON-NA,US
11922,1,8479,0.010657572205051688%,90.36555472663326%,RBN,US
11935,1,8480,0.010657572205051688%,90.37621229883833%,TALKPOINT-COMMUNICATIONS-11935,US
11939,1,8481,0.010657572205051688%,90.38686987104337%,MATHWORKS,US
11975,1,8482,0.010657572205051688%,90.39752744324842%,WM,US
12005,1,8483,0.010657572205051688%,90.40818501545348%,SC-AS,US
12013,1,8484,0.010657572205051688%,90.41884258765853%,FAUNET,US
12037,1,8485,0.010657572205051688%,90.42950015986358%,FDIC-GOV,US
12059,1,8486,0.010657572205051688%,90.44015773206864%,ILAP,CA
12079,1,8487,0.010657572205051688%,90.45081530427369%,CELLCO-PART,US
12090,1,8488,0.010657572205051688%,90.46147287647874%,NET-AAA,US
12093,1,8489,0.010657572205051688%,90.47213044868379%,UWATERLOO,CA
12102,1,8490,0.010657572205051688%,90.48278802088883%,CITY-OF-PORTLAND-OR-USA,US
12145,1,8491,0.010657572205051688%,90.4934455930939%,COLORADOSTATEUNIV,US
12148,1,8492,0.010657572205051688%,90.50410316529894%,CLEMSONU,US
12173,1,8493,0.010657572205051688%,90.51476073750399%,UA,US
12217,1,8494,0.010657572205051688%,90.52541830970905%,UPS,US
12229,1,8495,0.010657572205051688%,90.5360758819141%,SAS-WHQ,US
12306,1,8496,0.010657572205051688%,90.54673345411915%,PLUSLINE,DE
12324,1,8497,0.010657572205051688%,90.55739102632421%,LUBMAN-EDU-AS Poland Lublin,PL
12331,1,8498,0.010657572205051688%,90.56804859852926%,ORG-VA303-RIPE,DE
12334,1,8499,0.010657572205051688%,90.5787061707343%,Galicia - Spain,ES
12350,1,8500,0.010657572205051688%,90.58936374293936%,VTX-NETWORK,CH
12390,1,8501,0.010657572205051688%,90.6000213151444%,KINGSTON-UK-AS,GB
12423,1,8502,0.010657572205051688%,90.61067888734947%,TORMAN Torun Regional Computer Network,PL
12488,1,8503,0.010657572205051688%,90.62133645955451%,KRYSTAL,GB
12510,1,8504,0.010657572205051688%,90.63199403175956%,SAP_DC_WDF network/mail abuse to abuse@sap.com,DE
12552,1,8505,0.010657572205051688%,90.64265160396462%,IPO-EU,SE
12566,1,8506,0.010657572205051688%,90.65330917616967%,SFR-BUSINESS-TEAM SFR Business Team,FR
12570,1,8507,0.010657572205051688%,90.66396674837472%,ITSELF Network and internet service provider.,CZ
12574,1,8508,0.010657572205051688%,90.67462432057977%,ROUTING Franzstr. 51 52064 Aachen,DE
12594,1,8509,0.010657572205051688%,90.68528189278481%,EXTERNET-AS,HU
12619,1,8510,0.010657572205051688%,90.69593946498988%,YEDIOT-AS,IL
12650,1,8511,0.010657572205051688%,90.70659703719492%,ILSOLE24ORE Gruppo 24 ORE,IT
12678,1,8512,0.010657572205051688%,90.71725460939997%,BADOO-U,GB
12703,1,8513,0.010657572205051688%,90.72791218160503%,PULSANT-AS,GB
12714,1,8514,0.010657572205051688%,90.73856975381008%,TI-AS Moscow Russia,RU
12722,1,8515,0.010657572205051688%,90.74922732601513%,RECONN,RU
12816,1,8516,0.010657572205051688%,90.7598848982202%,MWN-AS,DE
12824,1,8517,0.010657572205051688%,90.77054247042524%,HOMEPL-AS,PL
12827,1,8518,0.010657572205051688%,90.78120004263029%,WIRTUALNAPOLSKA GDANSK Poland,PL
12834,1,8519,0.010657572205051688%,90.79185761483534%,Denmark,DK
12843,1,8520,0.010657572205051688%,90.80251518704038%,TELEMAXX,DE
12850,1,8521,0.010657572205051688%,90.81317275924545%,ASN-ENTER,IT
12874,1,8522,0.010657572205051688%,90.8238303314505%,FASTWEB,IT
12931,1,8523,0.010657572205051688%,90.83448790365554%,IDKOM IDKOM Networks GmbH,DE
12978,1,8524,0.010657572205051688%,90.8451454758606%,DOGAN-ONLINE,TR
13009,1,8525,0.010657572205051688%,90.85580304806565%,VDATA,GB
13040,1,8526,0.010657572205051688%,90.8664606202707%,ASN-FIZ,DE
13043,1,8527,0.010657572205051688%,90.87711819247576%,BAYER-AS,DE
13054,1,8528,0.010657572205051688%,90.8877757646808%,FREINET Freiburg Germany,DE
13093,1,8529,0.010657572205051688%,90.89843333688586%,IBO-AS,IL
13137,1,8530,0.010657572205051688%,90.9090909090909%,Agencia EFE,ES
13223,1,8531,0.010657572205051688%,90.91974848129595%,COUNCIL-OF-EUROPE-AS COUNCIL OF EUROPE,FR
13273,1,8532,0.010657572205051688%,90.93040605350102%,SMILE-OUTSOURCING-PARIS,FR
13285,1,8533,0.010657572205051688%,90.94106362570606%,OPALTELECOM-AS TalkTalk Communications Limited,GB
13322,1,8534,0.010657572205051688%,90.95172119791111%,FMR-AS3,US
13333,1,8535,0.010657572205051688%,90.96237877011617%,CCI-PA-AS-1,US
13371,1,8536,0.010657572205051688%,90.97303634232122%,DUKE-INTERCHANGE,US
13445,1,8537,0.010657572205051688%,90.98369391452627%,13445,US
13476,1,8538,0.010657572205051688%,90.99435148673132%,MSU-BOZEMAN,US
13483,1,8539,0.010657572205051688%,91.00500905893637%,INFOR-AS13483,US
13485,1,8540,0.010657572205051688%,91.01566663114143%,GCU,US
13535,1,8541,0.010657572205051688%,91.02632420334648%,NING,US
13611,1,8542,0.010657572205051688%,91.03698177555152%,CDC,US
13645,1,8543,0.010657572205051688%,91.04763934775659%,BROADBANDONE,US
13684,1,8544,0.010657572205051688%,91.05829691996163%,ASN-MEDTRONIC-1,US
13789,1,8545,0.010657572205051688%,91.06895449216668%,INTERNAP-BLK3,US
13791,1,8546,0.010657572205051688%,91.07961206437174%,INTERNAP-BLK3,US
13796,1,8547,0.010657572205051688%,91.09026963657679%,UCONN-ARIN,US
13812,1,8548,0.010657572205051688%,91.10092720878184%,1999FISHERSYS,US
13882,1,8549,0.010657572205051688%,91.11158478098689%,HLIC,US
13893,1,8550,0.010657572205051688%,91.12224235319194%,EHI-NA-AS-1,US
13897,1,8551,0.010657572205051688%,91.132899925397%,CDC1,US
13984,1,8552,0.010657572205051688%,91.14355749760205%,SD-DATA-CENTER,US
14041,1,8553,0.010657572205051688%,91.1542150698071%,AS14041,US
14048,1,8554,0.010657572205051688%,91.16487264201216%,MEMPHIS-EDU,US
14072,1,8555,0.010657572205051688%,91.1755302142172%,WASH-DC-CITY-GOVT,US
14109,1,8556,0.010657572205051688%,91.18618778642225%,SAC-10-BGPASN-01,US
14144,1,8557,0.010657572205051688%,91.19684535862731%,ADMIN-ON-DEMAND-LLC,US
14173,1,8558,0.010657572205051688%,91.20750293083235%,PHOTOBUCKET,US
14200,1,8559,0.010657572205051688%,91.21816050303741%,MARSHALLUNIV,US
14255,1,8560,0.010657572205051688%,91.22881807524246%,AS-USD,US
14265,1,8561,0.010657572205051688%,91.2394756474475%,US-TELEPACIFIC,US
14299,1,8562,0.010657572205051688%,91.25013321965257%,ADP1,US
14325,1,8563,0.010657572205051688%,91.26079079185762%,OSHEAN,US
14332,1,8564,0.010657572205051688%,91.27144836406266%,SHOPZILLA,US
14380,1,8565,0.010657572205051688%,91.28210593626773%,OPUS-INTERACTIVE,US
14381,1,8566,0.010657572205051688%,91.29276350847277%,CATERPILLAR-INC,US
14509,1,8567,0.010657572205051688%,91.30342108067782%,AMCINET,US
14550,1,8568,0.010657572205051688%,91.31407865288287%,MIDDLEBURY-COLLEGE,US
14738,1,8569,0.010657572205051688%,91.32473622508792%,DIGIKEY,US
14742,1,8570,0.010657572205051688%,91.33539379729298%,INTERNAP-BLOCK-4,US
14799,1,8571,0.010657572205051688%,91.34605136949803%,EXP-EC2000,US
14803,1,8572,0.010657572205051688%,91.35670894170308%,ASHEREDC,US
14857,1,8573,0.010657572205051688%,91.36736651390814%,FREESCALE-AZ,US
14870,1,8574,0.010657572205051688%,91.37802408611319%,FLEXERA-SC4,US
14919,1,8575,0.010657572205051688%,91.38868165831823%,NETSUITE-PROD,US
14977,1,8576,0.010657572205051688%,91.3993392305233%,STATE-OF-WYOMING-ASN,US
15003,1,8577,0.010657572205051688%,91.40999680272834%,NOBIS-TECH,US
15048,1,8578,0.010657572205051688%,91.42065437493339%,METLIFE-ASN,US
15085,1,8579,0.010657572205051688%,91.43131194713844%,IMMEDION,US
15086,1,8580,0.010657572205051688%,91.44196951934349%,QVC,US
15111,1,8581,0.010657572205051688%,91.45262709154855%,HERMANMILLER,US
15113,1,8582,0.010657572205051688%,91.4632846637536%,AMX-LLC-AS,US
15119,1,8583,0.010657572205051688%,91.47394223595865%,SOUTHERN-ILLINOIS-UNIVERSITY,US
15164,1,8584,0.010657572205051688%,91.48459980816371%,UPNLLC,US
15199,1,8585,0.010657572205051688%,91.49525738036876%,WWU,US
15224,1,8586,0.010657572205051688%,91.5059149525738%,OMNITURE,US
15318,1,8587,0.010657572205051688%,91.51657252477887%,MCGILL-AS,CA
15401,1,8588,0.010657572205051688%,91.5272300969839%,EOLAS-AS,FR
15486,1,8589,0.010657572205051688%,91.53788766918896%,MATERNA-AS,DE
15488,1,8590,0.010657572205051688%,91.54854524139401%,UPV-EHU,ES
15495,1,8591,0.010657572205051688%,91.55920281359906%,BASF-IT-SERVICES,DE
15497,1,8592,0.010657572205051688%,91.56986038580412%,COLOCALL Internet Data Center "ColoCALL",UA
15510,1,8593,0.010657572205051688%,91.58051795800917%,CWCS-PS CompuWeb Communications Services Ltd,GB
15568,1,8594,0.010657572205051688%,91.59117553021422%,EBRD,GB
15633,1,8595,0.010657572205051688%,91.60183310241928%,UOC-AS,ES
15734,1,8596,0.010657572205051688%,91.61249067462433%,IDH Equinix Connect - Iberia,ES
15914,1,8597,0.010657572205051688%,91.62314824682937%,British Airways,GB
15922,1,8598,0.010657572205051688%,91.63380581903442%,QWEB-AS,NL
15937,1,8599,0.010657572205051688%,91.64446339123947%,ADIF,ES
15960,1,8600,0.010657572205051688%,91.65512096344453%,GLOBALACCESS,DE
15961,1,8601,0.010657572205051688%,91.66577853564958%,ATTENDA-NET,GB
15967,1,8602,0.010657572205051688%,91.67643610785463%,NAZWA,PL
16075,1,8603,0.010657572205051688%,91.68709368005969%,TAZ-AS taz die tageszeitung autonomous system,DE
16086,1,8604,0.010657572205051688%,91.69775125226474%,DNA,FI
16096,1,8605,0.010657572205051688%,91.70840882446979%,BETFAIR,GB
16138,1,8606,0.010657572205051688%,91.71906639667485%,INTERIA,PL
16150,1,8607,0.010657572205051688%,91.72972396887988%,PORT80-GLOBALTRANSIT,SE
16189,1,8608,0.010657572205051688%,91.74038154108494%,KLEE CONSEIL & INTEGRATION,FR
16245,1,8609,0.010657572205051688%,91.75103911328999%,NGDC,DK
16283,1,8610,0.010657572205051688%,91.76169668549504%,LODMAN-AS2 Metropolitan Area Network LODMAN,PL
16345,1,8611,0.010657572205051688%,91.7723542577001%,BEE-AS Russia,RU
16371,1,8612,0.010657572205051688%,91.78301182990515%,ACENS_AS (Spain) Hosting housing and VPN services,ES
16402,1,8613,0.010657572205051688%,91.7936694021102%,HKUSA,US
16411,1,8614,0.010657572205051688%,91.80432697431526%,NREL-AS-NATIONAL-RENEWABLE-ENERGY-LABORATORY,US
16430,1,8615,0.010657572205051688%,91.81498454652031%,USM,US
16461,1,8616,0.010657572205051688%,91.82564211872536%,ASN-UTEP,US
16462,1,8617,0.010657572205051688%,91.8362996909304%,UVIC-AS,CA
16463,1,8618,0.010657572205051688%,91.84695726313545%,DPSINET,US
16475,1,8619,0.010657572205051688%,91.85761483534051%,BROCKU,CA
16481,1,8620,0.010657572205051688%,91.86827240754556%,BABSON-GNET,US
16519,1,8621,0.010657572205051688%,91.87892997975061%,CUDENVER,US
16643,1,8622,0.010657572205051688%,91.88958755195567%,VCU-ASN1,US
16653,1,8623,0.010657572205051688%,91.90024512416072%,CVENT,US
16667,1,8624,0.010657572205051688%,91.91090269636577%,MGMRI-AS,US
16681,1,8625,0.010657572205051688%,91.92156026857083%,ETS,US
16686,1,8626,0.010657572205051688%,91.93221784077588%,EDNS,CA
16692,1,8627,0.010657572205051688%,91.94287541298092%,HHMI,US
16719,1,8628,0.010657572205051688%,91.95353298518597%,NASD,US
16733,1,8629,0.010657572205051688%,91.96419055739102%,SYMANTEC-CORPORATION,US
16735,1,8630,0.010657572205051688%,91.97484812959608%,ALGAR TELECOM S/A,BR
16751,1,8631,0.010657572205051688%,91.98550570180113%,OPENTEXT-AS-NA-CA1,CA
16875,1,8632,0.010657572205051688%,91.99616327400618%,AS16875,US
16922,1,8633,0.010657572205051688%,92.00682084621124%,OUHSC-EDU,US
17001,1,8634,0.010657572205051688%,92.01747841841629%,UMANITOBA,CA
17018,1,8635,0.010657572205051688%,92.02813599062134%,QTS-SAC,US
17055,1,8636,0.010657572205051688%,92.0387935628264%,UTAH,US
17090,1,8637,0.010657572205051688%,92.04945113503143%,DATABASEBYDESIGNLLC,US
17113,1,8638,0.010657572205051688%,92.06010870723648%,AS-TIERP-17113,US
17152,1,8639,0.010657572205051688%,92.07076627944154%,BATES,US
17166,1,8640,0.010657572205051688%,92.08142385164659%,TRAVELERSPCAS,US
17184,1,8641,0.010657572205051688%,92.09208142385165%,ATL-CBEYOND,US
17207,1,8642,0.010657572205051688%,92.1027389960567%,COLOR-COLL,US
17227,1,8643,0.010657572205051688%,92.11339656826175%,ATT-CERFNET-BLOCK,US
17275,1,8644,0.010657572205051688%,92.12405414046681%,FMAC-I-BILLING,US
17318,1,8645,0.010657572205051688%,92.13471171267186%,DOMAINTOOLS,US
17369,1,8646,0.010657572205051688%,92.1453692848769%,CHAPNET,US
17408,1,8647,0.010657572205051688%,92.15602685708195%,ABOVE-AS-AP AboveNet Communications Taiwan,TW
17477,1,8648,0.010657572205051688%,92.166684429287%,MCT-SYDNEY Macquarie Telecom,AU
17512,1,8649,0.010657572205051688%,92.17734200149206%,JAL Japan Airlines International Co. Ltd.,JP
17638,1,8650,0.010657572205051688%,92.18799957369711%,CHINATELECOM-TJ-AS-AP ASN for TIANJIN Provincial Net of CT,CN
17732,1,8651,0.010657572205051688%,92.19865714590216%,AC3-AS-AP ac3 Australian Centre for Advanced Computing and Communications,AU
17816,1,8652,0.010657572205051688%,92.20931471810722%,CHINA169-GZ China Unicom IP network China169 Guangdong province,CN
17887,1,8653,0.010657572205051688%,92.21997229031227%,TCCT-AS-TH-AP T.C.C. Technology Co. Ltd.,TH
17937,1,8654,0.010657572205051688%,92.23062986251732%,NDMC NIKKEI ADVANCED SYSTEMS INC.,JP
18361,1,8655,0.010657572205051688%,92.24128743472238%,AUSTOCKEXCHANGE-AU AUSTRALIAN STOCK EXCHANGE LIMITED,AU
18394,1,8656,0.010657572205051688%,92.25194500692743%,UPI-AS-ID Universitas Pendidikan Indonesia,ID
18420,1,8657,0.010657572205051688%,92.26260257913246%,NCU-TW National Central University,TW
18431,1,8658,0.010657572205051688%,92.27326015133752%,DFAT-PUBLIC-GW-AS Department of Foreign Affairs and Trade,AU
18434,1,8659,0.010657572205051688%,92.28391772354257%,FNIS,US
18469,1,8660,0.010657572205051688%,92.29457529574762%,PLT,US
18501,1,8661,0.010657572205051688%,92.30523286795268%,CODERO-DFW,US
18530,1,8662,0.010657572205051688%,92.31589044015773%,ISOMEDIA-1,US
18555,1,8663,0.010657572205051688%,92.32654801236279%,THE-ART-INST,US
18588,1,8664,0.010657572205051688%,92.33720558456784%,POSTM,CA
18676,1,8665,0.010657572205051688%,92.34786315677289%,AVAYA,US
18705,1,8666,0.010657572205051688%,92.35852072897795%,RIMBLACKBERRY,CA
18723,1,8667,0.010657572205051688%,92.36917830118298%,SEAGATE-USA-CA-1,US
18742,1,8668,0.010657572205051688%,92.37983587338803%,ON24-SAC,US
18777,1,8669,0.010657572205051688%,92.3904934455931%,TEXAS-STATE-UNIVERSITY,US
18915,1,8670,0.010657572205051688%,92.40115101779814%,MONKEY-US-01,US
18941,1,8671,0.010657572205051688%,92.4118085900032%,El Mercurio S.A.P.,CL
18970,1,8672,0.010657572205051688%,92.42246616220825%,XNPD,US
19071,1,8673,0.010657572205051688%,92.4331237344133%,MATCHCOM,US
19153,1,8674,0.010657572205051688%,92.44378130661836%,UTMARTIN,US
19200,1,8675,0.010657572205051688%,92.45443887882341%,Universidade Federal do Rio Grande do Sul,BR
19222,1,8676,0.010657572205051688%,92.46509645102846%,LIGHTCREST,US
19342,1,8677,0.010657572205051688%,92.4757540232335%,TRINITY-UNIVERSITY,US
19353,1,8678,0.010657572205051688%,92.48641159543855%,TUASN7,US
19406,1,8679,0.010657572205051688%,92.4970691676436%,TWRS-MA,US
19421,1,8680,0.010657572205051688%,92.50772673984866%,LANDSEND,US
19424,1,8681,0.010657572205051688%,92.51838431205371%,CV-NET-1,US
19437,1,8682,0.010657572205051688%,92.52904188425876%,SS-ASH,US
19530,1,8683,0.010657572205051688%,92.53969945646382%,NDIN-STATE,US
19536,1,8684,0.010657572205051688%,92.55035702866887%,DIRECTV-DENVER,US
19713,1,8685,0.010657572205051688%,92.56101460087393%,STATE-OF-NH-USA,US
19723,1,8686,0.010657572205051688%,92.57167217307897%,CIA. DE TECNOL. DA INFOR. E COMUNICACAO DO PARANA,BR
19844,1,8687,0.010657572205051688%,92.58232974528401%,GORACK,US
19950,1,8688,0.010657572205051688%,92.59298731748908%,COUPONS-COM-INCORPORATED,US
20001,1,8689,0.010657572205051688%,92.60364488969412%,TWC-20001-PACWEST,US
20105,1,8690,0.010657572205051688%,92.61430246189917%,URICHMOND,US
20115,1,8691,0.010657572205051688%,92.62496003410423%,CHARTER-20115,US
20116,1,8692,0.010657572205051688%,92.63561760630928%,CAIXA ECONOMICA FEDERAL,BR
20126,1,8693,0.010657572205051688%,92.64627517851434%,UC-DOM,US
20130,1,8694,0.010657572205051688%,92.65693275071939%,DEPAUL,US
20141,1,8695,0.010657572205051688%,92.66759032292444%,QTS-SUW1-ATL1,US
20149,1,8696,0.010657572205051688%,92.67824789512949%,NHL-ENT,US
20207,1,8697,0.010657572205051688%,92.68890546733454%,Gigared S.A.,AR
20223,1,8698,0.010657572205051688%,92.69956303953958%,CBSITE-QTW,US
20251,1,8699,0.010657572205051688%,92.71022061174465%,SOLARWINDSAUSTIN,US
20258,1,8700,0.010657572205051688%,92.7208781839497%,ANALOG-DEVICES,US
20286,1,8701,0.010657572205051688%,92.73153575615474%,AMER-COLLEGE-OF-CARDIOLOGY-WASHINGTONDC,US
20326,1,8702,0.010657572205051688%,92.7421933283598%,TERASWITCH,US
20478,1,8703,0.010657572205051688%,92.75285090056485%,GENMILLS,US
20621,1,8704,0.010657572205051688%,92.7635084727699%,OPENIT,DE
20633,1,8705,0.010657572205051688%,92.77416604497496%,UNIFFM-NET cords@rz.uni-frankfurt.de 20101227,DE
20702,1,8706,0.010657572205051688%,92.78482361718%,CSSMPS-AS,RU
20705,1,8707,0.010657572205051688%,92.79548118938506%,HSBC-UK,GB
20740,1,8708,0.010657572205051688%,92.8061387615901%,MESSEFFM Ludwig-Erhard-Anlage 1,DE
20773,1,8709,0.010657572205051688%,92.81679633379515%,GODADDY,DE
20800,1,8710,0.010657572205051688%,92.82745390600022%,Globes publisher Ltd.,IL
20819,1,8711,0.010657572205051688%,92.83811147820526%,ALITALIA,IT
20848,1,8712,0.010657572205051688%,92.84876905041031%,ROSBUSINESSCONSULTING-AS,RU
20868,1,8713,0.010657572205051688%,92.85942662261537%,ABB IS Infrastructure & ServicesBS-ISI,CH
20886,1,8714,0.010657572205051688%,92.87008419482042%,DE-IORG-AS-1 Pennefeldsweg 12 D-53177 Bonn Germany,DE
21094,1,8715,0.010657572205051688%,92.88074176702548%,FR-EUROSPORT,FR
21096,1,8716,0.010657572205051688%,92.89139933923052%,DSTSIP-AS 5/7 Patorzhinska str.,UA
21131,1,8717,0.010657572205051688%,92.90205691143557%,SACURA-AS,UA
21155,1,8718,0.010657572205051688%,92.91271448364063%,ASN-PROSERVE Amsterdam,NL
21176,1,8719,0.010657572205051688%,92.92337205584568%,ASN-DEBIS,IT
21192,1,8720,0.010657572205051688%,92.93402962805072%,DPA-AS,DE
21217,1,8721,0.010657572205051688%,92.94468720025579%,SAFEHOSTNET Colocation center in Geneva,CH
21260,1,8722,0.010657572205051688%,92.95534477246083%,POSITIVE-INTERNET-UK-AS,GB
21263,1,8723,0.010657572205051688%,92.96600234466588%,TELEDATA-AS TeleData GmbH,DE
21371,1,8724,0.010657572205051688%,92.97665991687094%,EQUINIX-UK-ASN,GB
21406,1,8725,0.010657572205051688%,92.98731748907599%,SWAROVSKI-AS,AT
21501,1,8726,0.010657572205051688%,92.99797506128104%,GODADDY-AMS,DE
21506,1,8727,0.010657572205051688%,93.00863263348609%,Fundacao Universidade de Brasilia,BR
21554,1,8728,0.010657572205051688%,93.01929020569114%,CYBERLYNK,US
21564,1,8729,0.010657572205051688%,93.0299477778962%,NS-PROVINCIAL,CA
21581,1,8730,0.010657572205051688%,93.04060535010125%,M5HOSTING,US
21612,1,8731,0.010657572205051688%,93.0512629223063%,FUNDACAO INSTITUTO OSWALDO CRUZ,BR
21777,1,8732,0.010657572205051688%,93.06192049451136%,MASSIVE-NETWORKS,US
21783,1,8733,0.010657572205051688%,93.0725780667164%,SILVERNET,US
21785,1,8734,0.010657572205051688%,93.08323563892145%,REDHAT-3,US
21852,1,8735,0.010657572205051688%,93.09389321112651%,DISNW1,US
21859,1,8736,0.010657572205051688%,93.10455078333155%,ZNET,US
21886,1,8737,0.010657572205051688%,93.11520835553661%,MINDSHIFT,US
21893,1,8738,0.010657572205051688%,93.12586592774166%,XOOM,US
21942,1,8739,0.010657572205051688%,93.1365234999467%,ON-SEMICONDUCTOR-INC,US
21976,1,8740,0.010657572205051688%,93.14718107215177%,NJEDGE-NET,US
22075,1,8741,0.010657572205051688%,93.15783864435681%,AS-OUTBRAIN,US
22089,1,8742,0.010657572205051688%,93.16849621656186%,HALLMARK,US
22093,1,8743,0.010657572205051688%,93.17915378876693%,CCF-NETWORK,US
22107,1,8744,0.010657572205051688%,93.18981136097197%,COLLABNET,US
22130,1,8745,0.010657572205051688%,93.20046893317702%,DAS-BGP-29,US
22217,1,8746,0.010657572205051688%,93.21112650538207%,CALVIN-UNIVERSITY,US
22238,1,8747,0.010657572205051688%,93.22178407758712%,DARPA,US
22244,1,8748,0.010657572205051688%,93.23244164979218%,MOTOROLA-MOBILITY,US
22245,1,8749,0.010657572205051688%,93.24309922199723%,WICHITA-STATE-U,US
22252,1,8750,0.010657572205051688%,93.25375679420227%,AS22252,US
22317,1,8751,0.010657572205051688%,93.26441436640734%,F5-NETWORKS,US
22323,1,8752,0.010657572205051688%,93.27507193861238%,UNIVERSITY-OF-CALIFORNIA-MERCED,US
22332,1,8753,0.010657572205051688%,93.28572951081743%,WDC-,US
22390,1,8754,0.010657572205051688%,93.2963870830225%,XEROX-WB,US
22414,1,8755,0.010657572205051688%,93.30704465522754%,CRAIGS-NET-1,US
22489,1,8756,0.010657572205051688%,93.31770222743259%,ZCOLO-SAN01,US
22556,1,8757,0.010657572205051688%,93.32835979963764%,BLACKBOARD,US
22594,1,8758,0.010657572205051688%,93.33901737184269%,UNI-NET-ASN,US
22606,1,8759,0.010657572205051688%,93.34967494404775%,EXACT-7,US
22663,1,8760,0.010657572205051688%,93.3603325162528%,PROMINIC-NET-INC,US
22697,1,8761,0.010657572205051688%,93.37099008845784%,ROBLOX-PRODUCTION,US
22847,1,8762,0.010657572205051688%,93.3816476606629%,BOWDOIN,US
22908,1,8763,0.010657572205051688%,93.39230523286795%,Sixsigma Networks Mexico S.A. de C.V.,MX
22950,1,8764,0.010657572205051688%,93.402962805073%,USASK,CA
22968,1,8765,0.010657572205051688%,93.41362037727806%,MIAMI-UNIVERSITY,US
23005,1,8766,0.010657572205051688%,93.4242779494831%,SWITCH-LTD,US
23140,1,8767,0.010657572205051688%,93.43493552168816%,Universidad de Chile,CL
23148,1,8768,0.010657572205051688%,93.44559309389321%,TERRENAP,US
23162,1,8769,0.010657572205051688%,93.45625066609826%,UKYEDU,US
23237,1,8770,0.010657572205051688%,93.46690823830332%,MCMASTER,CA
23274,1,8771,0.010657572205051688%,93.47756581050837%,PRICELINE-COM-AS-01,US
23310,1,8772,0.010657572205051688%,93.48822338271341%,TASTYLIME,US
23342,1,8773,0.010657572205051688%,93.49888095491848%,UNITEDLAYER,US
23393,1,8774,0.010657572205051688%,93.50953852712352%,NUCDN,US
